id,proba,label
30792,0.00015054356481414288,0
83901,4.643714055418968e-05,0
23705,1.2456475815270096e-06,0
49806,5.844743213856418e-07,0
40813,1.017040403894498e-06,0
1468,7.679445843677968e-05,0
10589,6.5514097968844e-07,0
70132,3.352068961248733e-05,0
65319,9.791049251361983e-07,0
36281,4.514634383667726e-06,0
83965,0.9999295473098755,1
30156,2.6963510890709586e-07,0
61450,6.468617812060984e-06,0
21078,0.999996542930603,1
65914,7.856076990719885e-06,0
28637,7.133270992198959e-05,0
92067,6.556397420354187e-05,0
13652,0.9999971389770508,1
80197,1.2017218296023202e-06,0
47601,0.9999840259552002,1
86713,0.9999897480010986,1
70329,6.331736130960053e-06,0
48015,2.7402757041272707e-06,0
23510,0.9999974966049194,1
7826,9.724365099827992e-07,0
9867,0.9993891716003418,1
1275,1.5883022115303902e-06,0
37862,0.9999954700469971,1
37825,0.9999018907546997,1
83064,0.9998389482498169,1
71903,2.7272399165667593e-06,0
62913,0.9999977350234985,1
13958,0.9999254941940308,1
8164,0.9990140199661255,1
63517,5.645607416226994e-06,0
93861,0.9998980760574341,1
51407,0.9999974966049194,1
28574,0.9999983310699463,1
94731,2.7311807571095414e-07,0
85073,3.92541596738738e-06,0
4762,5.366517825677874e-07,0
8125,0.9999439716339111,1
63749,4.67728523290134e-06,0
59731,0.9999747276306152,1
98523,0.0001354434061795473,0
36079,4.371051545604132e-05,0
21753,6.633683369727805e-06,0
17345,0.9999978542327881,1
97041,0.0003286152787040919,0
89640,0.9999552965164185,1
73981,5.9590588534774724e-06,0
56208,2.313581944690668e-06,0
7234,3.647839548648335e-06,0
37021,0.9999949932098389,1
97108,3.8013331504771486e-07,0
32507,3.820629353867844e-05,0
3927,0.9999051094055176,1
53607,0.9997443556785583,1
15806,2.661879534571199e-07,0
48250,0.9999451637268066,1
70153,0.0034127349499613047,0
90183,0.9999374151229858,1
47205,2.557747848186409e-06,0
23648,0.9999982118606567,1
28670,0.9999960660934448,1
30742,0.9999659061431885,1
68531,0.9999942779541016,1
1793,0.9998674392700195,1
70452,0.44727253913879395,0
61483,4.503376658249181e-06,0
4892,9.25225394894369e-05,0
41739,1.0339929303881945e-06,0
62135,0.9999405145645142,1
60573,5.743054316553753e-07,0
19526,1.2487788808357436e-05,0
28163,1.6122883153002476e-06,0
4695,0.9999619722366333,1
87513,3.2213218219112605e-05,0
56071,0.9997610449790955,1
9821,2.0042562027811073e-06,0
42853,0.9999969005584717,1
2795,4.34569847129751e-05,0
25164,1.2553151464089751e-05,0
24356,1.0905404224104132e-06,0
53420,8.552965482522268e-06,0
92180,0.020325496792793274,0
59046,0.9995651841163635,1
76521,0.9999834299087524,1
75468,0.9998738765716553,1
23164,4.791930678038625e-06,0
35642,0.9998880624771118,1
48573,2.1073779862490483e-05,0
38927,0.41941753029823303,0
42813,6.782908894820139e-05,0
12704,0.9999784231185913,1
74650,9.410607162863016e-06,0
30174,2.4848250177456066e-06,0
38402,2.0520208181551425e-06,0
39675,1.6191235090445844e-06,0
19705,0.9999643564224243,1
5483,5.424118717201054e-05,0
64059,1.69611337241804e-06,0
29703,0.9999843835830688,1
98145,0.9999889135360718,1
76534,0.9999675750732422,1
47582,7.04057697475946e-07,0
35602,0.9999922513961792,1
71845,2.6100408376805717e-06,0
13460,2.0557579318847274e-06,0
96402,0.9997978806495667,1
57124,0.9999518394470215,1
84317,0.00016268627950921655,0
14507,0.9999265670776367,1
53194,0.9998968839645386,1
85967,8.454676390101667e-06,0
92743,7.556294440291822e-05,0
63012,3.6320730032457504e-06,0
64523,2.0753121134475805e-05,0
36814,3.2158452540897997e-06,0
5917,0.9999338388442993,1
25914,7.589593678858364e-06,0
49705,0.9999352693557739,1
1749,1.9841654648189433e-06,0
43798,4.6884625248821976e-07,0
18254,3.031975393241737e-05,0
16548,0.00011618448479566723,0
28045,4.6579253876188886e-07,0
49687,0.0004693913506343961,0
93487,3.7077729757584166e-06,0
21035,4.74273349482246e-07,0
63210,2.978270003950456e-06,0
96172,0.9998337030410767,1
48679,9.187159776047338e-06,0
15638,3.767282237276959e-07,0
87315,3.171357457176782e-05,0
56231,1.694315642453148e-06,0
91753,3.879625012359611e-07,0
67091,3.703170295921154e-05,0
78052,1.127637005993165e-05,0
79623,2.1993832888256293e-06,0
82940,3.7811541915289126e-06,0
23908,0.9999444484710693,1
39640,0.9999773502349854,1
81207,7.91865932114888e-06,0
73198,2.131095470758737e-06,0
58321,0.0005011699977330863,0
30548,8.486954357067589e-07,0
62745,9.421214031135605e-07,0
14690,3.1250895062839845e-06,0
40916,0.9999338388442993,1
3162,4.5355041038419586e-06,0
38162,5.6617395784996916e-06,0
98241,0.999860405921936,1
87326,7.850433030398563e-05,0
98034,3.4882063459917845e-07,0
40627,0.9999666213989258,1
84276,4.0401627643404936e-07,0
16053,1.0590030115054105e-06,0
67983,0.9999959468841553,1
92148,0.9999982118606567,1
84295,0.9999978542327881,1
72658,1.4607073808292625e-06,0
86753,0.9999837875366211,1
13209,0.9985577464103699,1
81390,5.178133142180741e-05,0
91034,2.410098431937513e-06,0
60235,0.9997991919517517,1
86075,0.9994669556617737,1
30816,0.9994378685951233,1
49063,3.508991721901111e-05,0
51480,6.578180204996897e-07,0
80165,2.545488314353861e-06,0
89521,0.9997285008430481,1
91764,9.258915270038415e-06,0
8349,0.41941753029823303,0
35784,3.943588922084018e-07,0
95846,0.9999730587005615,1
21560,2.4626021968288114e-06,0
28451,8.884858289093245e-07,0
58372,1.2374644029478077e-05,0
94836,2.379113766437513e-06,0
50312,0.9999696016311646,1
54713,2.369940557400696e-05,0
63805,0.9999667406082153,1
35402,0.9999934434890747,1
93084,7.40188334020786e-05,0
85743,8.099790989035682e-07,0
54639,7.867393287597224e-05,0
94628,8.006570055840712e-07,0
74513,0.9999727010726929,1
69348,2.0314530502218986e-06,0
74062,5.388294994190801e-06,0
39815,9.182598432744271e-07,0
62931,0.9999977350234985,1
95672,6.592611612177279e-07,0
61382,3.742106173376669e-06,0
67183,0.9999804496765137,1
45037,0.9999651908874512,1
28930,4.72475721835508e-06,0
57042,0.9999970197677612,1
4591,2.812901948345825e-05,0
36985,1.4596529581467621e-05,0
48136,0.017332958057522774,0
26973,2.603155053293449e-06,0
71245,0.9996622800827026,1
30128,2.0779641545232153e-06,0
5372,5.427881433206494e-07,0
36478,1.8324046322959475e-05,0
46870,0.9999915361404419,1
31896,0.00016966793918982148,0
82346,1.005011540655687e-06,0
57348,0.9999910593032837,1
75380,0.9999939203262329,1
32674,1.75061468326021e-05,0
20739,3.533062340466131e-07,0
30549,4.3861027165803534e-07,0
94675,6.6583193074620795e-06,0
34178,5.6734246754786e-05,0
71046,0.9999303817749023,1
74190,7.254349725371867e-07,0
64087,0.999904990196228,1
31450,4.07922561862506e-06,0
27608,6.718422582707717e-07,0
98245,7.956811714393552e-06,0
91863,0.9999336004257202,1
75096,2.5765721147763543e-06,0
78064,0.9999909400939941,1
51972,5.85390239393746e-07,0
31729,2.4658218080730876e-06,0
96152,1.7356616126562585e-06,0
9352,0.999929666519165,1
43650,2.251591695312527e-06,0
62531,2.421438011879218e-06,0
81293,0.00010433861461933702,0
38495,0.9999117851257324,1
95281,5.231513114267727e-06,0
43657,0.9999767541885376,1
76810,5.744769282500783e-07,0
6412,0.9999644756317139,1
27365,1.2132197753089713e-06,0
47251,0.9999696016311646,1
45389,0.9999164342880249,1
8569,3.6030786532137427e-07,0
81260,0.9999034404754639,1
37260,3.509970838422305e-06,0
4827,0.9997739195823669,1
9215,7.317284143937286e-06,0
38752,2.1830937839695252e-05,0
85290,1.5937168427626602e-05,0
47053,0.9999223947525024,1
6547,0.9999445676803589,1
50386,3.5130819924233947e-06,0
42715,2.8991860290261684e-06,0
48271,0.9999792575836182,1
19504,7.638847819180228e-06,0
73956,6.462979217758402e-05,0
95067,1.161374257208081e-05,0
86135,7.412414220198116e-07,0
41263,1.530285953776911e-05,0
15847,1.3520713082471048e-07,0
82539,0.3522324860095978,0
4912,0.9999879598617554,1
34910,4.001673005404882e-06,0
67092,1.552915591673809e-06,0
86457,3.416252241095208e-07,0
74658,0.00020142125140409917,0
67031,1.0891138117585797e-05,0
67810,0.9999963045120239,1
30726,1.1635653436314897e-06,0
56834,0.9999772310256958,1
46817,1.8379978428129107e-05,0
67938,2.968979742945521e-06,0
65108,4.087446086487034e-06,0
1274,0.0001046303441398777,0
17450,0.9999955892562866,1
45301,1.379216314489895e-06,0
74098,0.9999915361404419,1
58370,4.1947384943341604e-07,0
36420,4.408762379171094e-06,0
52910,1.0723243804022786e-06,0
92056,0.9999788999557495,1
56792,1.0678875696612522e-05,0
69013,1.2429420621629106e-06,0
82916,7.605721748404903e-06,0
17652,0.9993420243263245,1
50784,1.735152181936428e-05,0
81976,0.9999629259109497,1
39541,6.15848784946138e-06,0
65341,1.6503842061865726e-06,0
87215,2.981776788146817e-06,0
45206,4.374238051241264e-05,0
50683,8.591696882831457e-07,0
76348,0.999993085861206,1
91803,0.9999862909317017,1
71294,0.0001883545919554308,0
30745,0.9999990463256836,1
9572,0.9998849630355835,1
92573,0.9999949932098389,1
75430,1.026453219310497e-06,0
67504,1.8858402199839475e-06,0
70294,0.9999904632568359,1
21405,1.2633173582798918e-06,0
36751,8.653801160107832e-06,0
72698,0.9999963045120239,1
4619,0.9998401403427124,1
46270,0.5088940858840942,1
81946,7.873996764828917e-06,0
64531,5.733061811952211e-07,0
98506,3.668947101687081e-05,0
14092,3.0731764582014875e-06,0
43759,7.056696631480008e-07,0
42156,1.6920500911510317e-06,0
35786,5.458979103423189e-06,0
54728,5.164297931514739e-07,0
2971,0.999994158744812,1
76489,1.4578388800146058e-05,0
97804,3.6795081541640684e-06,0
21804,1.0365567504777573e-05,0
28974,0.9999986886978149,1
87639,4.583508598443586e-06,0
12839,3.496745557640679e-05,0
4976,1.1584434105316177e-06,0
28319,3.107185330009088e-05,0
92835,0.9999439716339111,1
74915,3.347006213516579e-06,0
63410,2.5054578145500273e-06,0
25901,0.9999644756317139,1
80259,0.9999426603317261,1
2987,2.474806933605578e-06,0
14675,0.0009685165132395923,0
37504,1.1860586255352246e-06,0
