id,proba,label
30792,-8.030960083007812,0
83901,-8.009761810302734,0
23705,-8.256547927856445,0
49806,-7.651811122894287,0
40813,-7.943003177642822,0
1468,-0.002071022754535079,1
10589,-8.935480117797852,0
70132,-7.6278910636901855,0
65319,-7.753389835357666,0
36281,-8.306517601013184,0
83965,-2.825220326485578e-05,1
30156,-8.083945274353027,0
61450,-7.043711185455322,0
21078,-3.2543604902457446e-05,1
65914,-8.297718048095703,0
28637,-7.088244438171387,0
92067,-6.886436462402344,0
13652,-7.807903602952138e-05,1
80197,-8.567351341247559,0
47601,-0.0009258274803869426,1
86713,-0.00017855956684798002,1
70329,-7.332209587097168,0
48015,-7.751679420471191,0
23510,-0.0006705658161081374,1
7826,-7.366973876953125,0
9867,-0.0006974886637181044,1
1275,-8.328181266784668,0
37862,-0.00015245705435518175,1
37825,-0.0002683041093405336,1
83064,-0.00012838016846217215,1
71903,-8.304166793823242,0
62913,-3.659658250398934e-05,1
13958,-0.0002746204845607281,1
8164,-0.001742631895467639,1
63517,-7.631885051727295,0
93861,-0.0018571049440652132,1
51407,-4.053033626405522e-05,1
28574,-6.878139538457617e-05,1
94731,-7.925784111022949,0
85073,-7.60629415512085,0
4762,-7.782291889190674,0
8125,-0.0012893705861642957,1
63749,-8.25959300994873,0
59731,-6.222531374078244e-05,1
98523,-8.469459533691406,0
36079,-6.498532772064209,0
21753,-7.741893291473389,0
17345,-9.083335316972807e-05,1
97041,-7.921075344085693,0
89640,-5.340433563105762e-05,1
73981,-7.723668575286865,0
56208,-8.350823402404785,0
7234,-8.096936225891113,0
37021,-9.667406266089529e-05,1
97108,-7.5076985359191895,0
32507,-8.240193367004395,0
3927,-0.00034850722295232117,1
53607,-0.0001333863037871197,1
15806,-8.327407836914062,0
48250,-0.0005324853118509054,1
70153,-7.480098247528076,0
90183,-0.00024077377747744322,1
47205,-7.890711784362793,0
23648,-0.0004941195948049426,1
28670,-0.00015805903240107,1
30742,-2.407998726994265e-05,1
68531,-2.6464111215318553e-05,1
1793,-0.0002971446083392948,1
70452,-8.198086738586426,0
61483,-7.741635799407959,0
4892,-8.104411125183105,0
41739,-8.380380630493164,0
62135,-0.0009473841637372971,1
60573,-7.831381797790527,0
19526,-8.626895904541016,0
28163,-8.124394416809082,0
4695,-9.810443589231e-05,1
87513,-7.1083149909973145,0
56071,-0.0011555430246517062,1
9821,-7.90967321395874,0
42853,-9.953480184776708e-05,1
2795,-7.351870536804199,0
25164,-8.147016525268555,0
24356,-7.543524265289307,0
53420,-7.677013397216797,0
92180,-7.549288749694824,0
59046,-0.5604443550109863,1
76521,-9.60780744208023e-05,1
75468,-0.00013243274588603526,1
23164,-8.26650619506836,0
35642,-4.672895011026412e-05,1
48573,-8.274771690368652,0
38927,-0.032948289066553116,1
42813,-8.123042106628418,0
12704,-0.0009388091857545078,1
74650,-8.545587539672852,0
30174,-8.483830451965332,0
38402,-6.793715000152588,0
39675,-7.767488479614258,0
19705,-0.001618624315597117,1
5483,-7.849167823791504,0
64059,-8.38732624053955,0
29703,-8.201262971851975e-05,1
98145,-3.611976353568025e-05,1
76534,-7.378105640411377,0
47582,-8.3411865234375,0
35602,-0.0003496989083942026,1
71845,-8.191690444946289,0
13460,-7.91952657699585,0
96402,-0.000192504478036426,1
57124,-2.4318398573086597e-05,1
84317,-7.842672824859619,0
14507,-0.0020525832660496235,1
53194,-0.00011586471373448148,1
85967,-8.570667266845703,0
92743,-7.3698272705078125,0
63012,-7.955246925354004,0
64523,-8.349971771240234,0
36814,-7.894558906555176,0
5917,-8.713819261174649e-05,1
25914,-8.131942749023438,0
49705,-6.19869097135961e-05,1
1749,-8.11400032043457,0
43798,-8.265689849853516,0
18254,-8.76070785522461,0
16548,-6.616067409515381,0
28045,-8.097861289978027,0
49687,-7.418943405151367,0
93487,-8.407966613769531,0
21035,-8.47453784942627,0
63210,-8.183735847473145,0
96172,-3.4450891689630225e-05,1
48679,-8.344347953796387,0
15638,-8.51491641998291,0
87315,-6.579301357269287,0
56231,-7.257678985595703,0
91753,-8.060416221618652,0
67091,-7.908461093902588,0
78052,-7.852842330932617,0
79623,-7.487823009490967,0
82940,-7.830069541931152,0
23908,-6.592056161025539e-05,1
39640,-0.00021801002731081098,1
81207,-7.691969871520996,0
73198,-8.260357856750488,0
58321,-8.63718318939209,0
30548,-8.32697868347168,0
62745,-7.9932756423950195,0
14690,-8.058685302734375,0
40916,-3.397406908334233e-05,1
3162,-8.154314994812012,0
38162,-8.501112937927246,0
98241,-0.00011288482346571982,1
87326,-7.853387355804443,0
98034,-7.655544757843018,0
40627,-0.0006319671520031989,1
84276,-8.077072143554688,0
16053,-8.073922157287598,0
67983,-0.00032658010604791343,1
92148,-0.00014506718434859067,1
84295,-5.3881147323409095e-05,1
