id,proba,label
48710,0.00030738592613488436,0
4629,0.00012123098713345826,0
65217,0.00027093911194242537,0
53927,0.9999330043792725,1
5231,0.0004893760196864605,0
93102,0.00027959959697909653,0
67125,0.0446588508784771,0
8126,0.6867438554763794,1
12957,0.9999263286590576,1
68520,0.001071504200808704,0
43560,0.0001019144692691043,0
72146,0.00020050858438480645,0
85269,0.00015011598588898778,0
82679,0.000292265962343663,0
10463,0.0005795512697659433,0
92851,0.999757707118988,1
86023,0.9999332427978516,1
74802,0.9999265670776367,1
2581,0.9998388290405273,1
92457,0.00011012684262823313,0
58703,0.00011091747001046315,0
87290,9.98582981992513e-05,0
48970,0.0002124043821822852,0
5643,0.9999278783798218,1
70649,0.9985912442207336,1
96421,0.00016199359379243106,0
5832,0.0001380462053930387,0
84971,0.0015587962698191404,0
25914,0.00016958819469437003,0
85097,0.9999172687530518,1
37965,0.9988799691200256,1
26839,0.9999123811721802,1
20491,0.9999316930770874,1
67142,0.5496122241020203,1
26189,0.00012544669152703136,0
95184,0.00014044450654182583,0
98523,0.00018998731684405357,0
32746,0.00010173465125262737,0
48170,0.9997922778129578,1
92168,0.0002118077827617526,0
52490,0.9999147653579712,1
86159,0.9998950958251953,1
17398,0.9999346733093262,1
21056,0.000573827710468322,0
78459,0.9976221919059753,1
65814,0.00011249542876612395,0
87024,0.00017003151879180223,0
15037,0.9999072551727295,1
3172,0.00018842860299628228,0
52816,0.010186336934566498,0
86039,0.000844576396048069,0
92645,0.9999366998672485,1
47259,0.00032956438371911645,0
51208,0.0004040671919938177,0
80649,0.0001370632671751082,0
31085,0.9999375343322754,1
50371,0.00010701942665036768,0
17359,0.9999198913574219,1
64359,0.9998964071273804,1
7834,0.00010717997065512463,0
47368,0.00011398078640922904,0
46978,0.0002932981587946415,0
14965,0.0011035652132704854,0
17623,0.00010507506522117183,0
16435,0.9999188184738159,1
40627,0.999362051486969,1
14239,0.00017719347670208663,0
6537,0.00012017863627988845,0
48291,0.0002754495362751186,0
52036,0.9523749351501465,1
5482,0.00048086067545227706,0
71593,0.00010868113167816773,0
51270,0.00011510238255141303,0
26314,0.00011539526167325675,0
4637,0.00011123459989903495,0
8439,0.000407512707170099,0
97403,0.0001151279648183845,0
56721,0.9974668025970459,1
78293,0.999782145023346,1
52761,0.00010821597243193537,0
73250,0.0020092257764190435,0
48021,0.0004844600916840136,0
50617,0.00021185787045396864,0
5134,0.0034408855717629194,0
96417,0.0001331957901129499,0
70923,0.0015102480538189411,0
43279,0.999936580657959,1
37862,0.9994677901268005,1
50879,0.9998492002487183,1
39817,0.0006407097680494189,0
52386,0.9999302625656128,1
60132,0.0003827913315035403,0
76321,0.00017687681247480214,0
72459,0.9999279975891113,1
54983,0.00021266176190692931,0
